*Number-of-Occurences Normalized-Frequency Ngram
6 0.00179 ((0,0),(0,1),(0,0),(0,2),(0,-1),(0,1),(0,0),(0,1),(0,0),(0,2))
6 0.00179 ((0,1),(0,0),(0,1),(0,0),(0,0),(0,1),(0,0),(0,1),(0,0),(0,0))
6 0.00179 ((0,1),(0,0),(0,2),(0,-1),(0,1),(0,0),(0,1),(0,0),(0,2),(0,-1))
5 0.00149 ((0,1),(0,0),(0,1),(0,0),(0,1),(0,0),(0,0),(0,1),(0,0),(0,1))
5 0.00149 ((0,-1),(0,1),(0,0),(0,1),(0,0),(0,1),(0,0),(0,1),(0,0),(0,2))
5 0.00149 ((0,0),(0,1),(0,0),(0,1),(0,0),(0,0),(0,1),(0,0),(0,1),(0,0))
4 0.00120 ((0,0),(0,1),(0,0),(0,1),(0,0),(0,1),(0,0),(0,0),(0,1),(0,0))
4 0.00120 ((0,0),(0,1),(0,0),(0,1),(0,0),(0,0),(0,1),(0,0),(0,0),(0,0))
4 0.00120 ((0,1),(0,0),(0,1),(0,0),(0,1),(0,0),(0,1),(0,0),(0,0),(0,1))
4 0.00120 ((0,-1),(0,2),(0,-1),(0,1),(0,0),(0,1),(0,0),(0,1),(0,0),(0,1))
4 0.00120 ((0,0),(0,2),(0,-1),(0,2),(0,-1),(0,2),(0,-1),(0,2),(0,-1),(0,2))
4 0.00120 ((0,2),(0,-1),(0,2),(0,-1),(0,1),(0,0),(0,1),(0,0),(0,1),(0,0))
3 0.00090 ((0,0),(2,0),(2,0),(-5,3),(1,0),(0,0),(0,1),(2,0),(-2,0),(-1,0))
3 0.00090 ((0,1),(0,0),(0,0),(0,1),(0,0),(0,0),(0,0),(0,1),(0,0),(0,1))
3 0.00090 ((2,0),(2,0),(-5,3),(1,0),(0,0),(0,1),(2,0),(-2,0),(-1,0),(1,0))
3 0.00090 ((-5,3),(1,0),(0,0),(0,1),(2,0),(-2,0),(-1,0),(1,0),(0,3),(-1,0))
3 0.00090 ((2,0),(1,2),(2,-1),(-3,2),(1,-2),(-1,0),(-2,4),(-7,-1),(0,0),(7,1))
3 0.00090 ((-2,1),(0,0),(0,0),(2,0),(1,2),(2,-1),(-3,2),(1,-2),(-1,0),(-2,4))
3 0.00090 ((-2,-1),(0,4),(-2,-1),(0,0),(2,0),(2,1),(-2,0),(-2,1),(0,0),(2,0))
3 0.00090 ((2,0),(-5,3),(1,0),(0,0),(0,1),(2,0),(-2,0),(-1,0),(1,0),(0,3))
3 0.00090 ((0,0),(2,0),(2,1),(-2,0),(-2,1),(0,0),(2,0),(2,0),(-5,3),(1,0))
3 0.00090 ((4,1),(-2,1),(0,0),(0,0),(2,0),(1,2),(2,-1),(-3,2),(1,-2),(-1,0))
3 0.00090 ((0,0),(-7,0),(0,0),(5,0),(0,0),(0,0),(0,0),(2,0),(0,0),(-7,-1))
3 0.00090 ((-2,0),(-2,1),(0,0),(2,0),(2,0),(-5,3),(1,0),(0,0),(0,1),(2,0))
3 0.00090 ((-2,-1),(0,0),(2,0),(1,2),(-1,-1),(0,4),(-2,-1),(0,0),(2,0),(1,1))
3 0.00090 ((2,0),(2,1),(-2,0),(-2,1),(0,0),(2,0),(2,0),(-5,3),(1,0),(0,0))
3 0.00090 ((0,0),(0,1),(0,0),(0,1),(0,0),(0,1),(0,0),(0,1),(0,0),(0,5))
3 0.00090 ((1,1),(-1,0),(-2,1),(0,0),(2,0),(1,0),(-5,3),(-5,-1),(0,0),(7,1))
3 0.00090 ((2,-1),(-3,2),(1,-2),(-1,0),(-2,4),(-7,-1),(0,0),(7,1),(2,0),(1,1))
3 0.00090 ((-2,1),(0,0),(2,0),(1,0),(-5,3),(-5,-1),(0,0),(7,1),(0,1),(2,0))
3 0.00090 ((-7,-1),(0,0),(7,1),(2,0),(1,1),(-1,0),(-2,1),(0,0),(2,0),(1,0))
3 0.00090 ((1,0),(-5,3),(-5,-1),(0,0),(7,1),(0,1),(2,0),(-2,0),(-2,0),(2,0))
3 0.00090 ((-1,0),(-2,4),(-7,-1),(0,0),(7,1),(2,0),(1,1),(-1,0),(-2,1),(0,0))
3 0.00090 ((1,2),(2,-1),(-3,2),(1,-2),(-1,0),(-2,4),(-7,-1),(0,0),(7,1),(2,0))
3 0.00090 ((0,2),(0,-1),(0,1),(0,0),(0,1),(0,0),(0,2),(0,-1),(0,1),(0,0))
3 0.00090 ((0,-1),(0,1),(0,0),(0,1),(0,0),(0,2),(0,-1),(0,2),(0,-1),(0,2))
3 0.00090 ((0,-1),(0,1),(0,0),(0,1),(0,0),(0,2),(0,-1),(0,1),(0,0),(0,1))
3 0.00090 ((0,0),(2,0),(1,2),(-1,-1),(0,4),(-2,-1),(0,0),(2,0),(1,1),(-1,0))
3 0.00090 ((-5,3),(-5,-1),(0,0),(7,1),(0,1),(2,0),(-2,0),(-2,0),(2,0),(0,3))
3 0.00090 ((2,0),(1,1),(-1,0),(-2,1),(0,0),(2,0),(1,0),(-5,3),(-5,-1),(0,0))
3 0.00090 ((-2,-1),(0,0),(2,0),(2,2),(-2,-1),(0,4),(-2,-1),(0,0),(2,0),(2,1))
3 0.00090 ((2,1),(-2,0),(-2,1),(0,0),(2,0),(2,0),(-5,3),(1,0),(0,0),(0,1))
3 0.00090 ((-5,-1),(0,0),(7,1),(0,1),(2,0),(-2,0),(-2,0),(2,0),(0,3),(-2,0))
3 0.00090 ((0,-1),(0,2),(0,-1),(0,2),(0,-1),(0,2),(0,-1),(0,1),(0,0),(0,1))
3 0.00090 ((-2,4),(-7,-1),(0,0),(7,1),(2,0),(1,1),(-1,0),(-2,1),(0,0),(2,0))
3 0.00090 ((2,0),(2,2),(-2,-1),(0,4),(-2,-1),(0,0),(2,0),(2,1),(-2,0),(-2,1))
3 0.00090 ((0,0),(2,0),(2,2),(-2,-1),(0,4),(-2,-1),(0,0),(2,0),(2,1),(-2,0))
3 0.00090 ((0,-1),(0,2),(0,-1),(0,1),(0,0),(0,1),(0,0),(0,2),(0,-1),(0,1))
3 0.00090 ((-2,1),(0,0),(2,0),(2,0),(-5,3),(1,0),(0,0),(0,1),(2,0),(-2,0))
3 0.00090 ((0,0),(0,1),(0,0),(0,1),(0,0),(0,0),(0,0),(0,1),(0,0),(0,0))
3 0.00090 ((0,0),(2,0),(1,0),(-5,3),(-5,-1),(0,0),(7,1),(0,1),(2,0),(-2,0))
3 0.00090 ((0,0),(2,0),(1,2),(2,-1),(-3,2),(1,-2),(-1,0),(-2,4),(-7,-1),(0,0))
3 0.00090 ((0,0),(0,1),(0,0),(0,0),(0,1),(0,0),(0,0),(0,0),(0,1),(0,0))
3 0.00090 ((0,0),(0,0),(2,0),(1,2),(2,-1),(-3,2),(1,-2),(-1,0),(-2,4),(-7,-1))
3 0.00090 ((0,0),(0,1),(0,0),(0,2),(0,-1),(0,2),(0,-1),(0,2),(0,-1),(0,2))
3 0.00090 ((-3,2),(1,-2),(-1,0),(-2,4),(-7,-1),(0,0),(7,1),(2,0),(1,1),(-1,0))
3 0.00090 ((0,0),(0,1),(0,0),(0,1),(0,0),(0,1),(0,0),(0,5),(0,-4),(0,5))
3 0.00090 ((-2,-1),(0,0),(2,0),(2,1),(-2,0),(-2,1),(0,0),(2,0),(2,0),(-5,3))
3 0.00090 ((0,0),(0,0),(0,1),(0,0),(0,0),(0,0),(0,1),(0,0),(0,1),(0,0))
3 0.00090 ((0,-1),(0,2),(0,-1),(0,2),(0,-1),(0,2),(0,-1),(0,2),(0,-1),(0,1))
3 0.00090 ((0,1),(0,0),(0,1),(0,0),(0,1),(0,0),(0,1),(0,0),(0,5),(0,-4))
3 0.00090 ((7,1),(2,0),(1,1),(-1,0),(-2,1),(0,0),(2,0),(1,0),(-5,3),(-5,-1))
3 0.00090 ((0,1),(0,0),(0,1),(0,0),(0,2),(0,-1),(0,2),(0,-1),(0,2),(0,-1))
3 0.00090 ((1,-2),(-1,0),(-2,4),(-7,-1),(0,0),(7,1),(2,0),(1,1),(-1,0),(-2,1))
3 0.00090 ((0,2),(0,-1),(0,2),(0,-1),(0,2),(0,-1),(0,1),(0,0),(0,1),(0,0))
3 0.00090 ((3,2),(-2,-1),(0,0),(2,0),(2,2),(-2,-1),(0,4),(-2,-1),(0,0),(2,0))
3 0.00090 ((-7,0),(0,0),(5,0),(0,0),(0,0),(0,0),(2,0),(0,0),(-7,-1),(5,3))
3 0.00090 ((0,1),(0,0),(0,2),(0,-1),(0,2),(0,-1),(0,2),(0,-1),(0,2),(0,-1))
3 0.00090 ((7,2),(0,-1),(0,1),(0,0),(0,1),(0,0),(0,1),(0,0),(0,1),(0,0))
3 0.00090 ((2,2),(-2,-1),(0,4),(-2,-1),(0,0),(2,0),(2,1),(-2,0),(-2,1),(0,0))
3 0.00090 ((0,1),(0,0),(0,1),(0,0),(0,1),(0,0),(0,5),(0,-4),(0,5),(0,-4))
3 0.00090 ((0,1),(0,0),(0,1),(0,0),(0,0),(0,1),(0,0),(0,0),(0,0),(0,1))
3 0.00090 ((0,0),(5,0),(0,0),(0,0),(0,0),(2,0),(0,0),(-7,-1),(5,3),(0,-2))
3 0.00090 ((-1,0),(-2,1),(0,0),(2,0),(1,0),(-5,3),(-5,-1),(0,0),(7,1),(0,1))
3 0.00090 ((2,0),(1,0),(-5,3),(-5,-1),(0,0),(7,1),(0,1),(2,0),(-2,0),(-2,0))
3 0.00090 ((0,2),(0,-1),(0,2),(0,-1),(0,2),(0,-1),(0,2),(0,-1),(0,1),(0,0))
3 0.00090 ((0,4),(-2,-1),(0,0),(2,0),(2,1),(-2,0),(-2,1),(0,0),(2,0),(2,0))
3 0.00090 ((0,0),(7,1),(2,0),(1,1),(-1,0),(-2,1),(0,0),(2,0),(1,0),(-5,3))
2 0.00060 ((0,1),(-7,2),(-1,-3),(0,1),(-2,2),(7,-3),(0,1),(-4,0),(7,2),(0,-1))
2 0.00060 ((0,0),(7,1),(0,1),(2,0),(-2,0),(-2,0),(2,0),(0,3),(-2,0),(0,1))
2 0.00060 ((-2,3),(5,-3),(0,4),(-8,-3),(0,1),(1,2),(-1,-3),(0,1),(-2,2),(7,-3))
2 0.00060 ((0,1),(0,0),(0,1),(0,0),(-7,1),(0,0),(7,2),(0,-1),(0,1),(0,0))
2 0.00060 ((0,1),(0,0),(0,1),(0,0),(0,0),(0,1),(0,0),(0,1),(0,1),(0,-1))
2 0.00060 ((-7,2),(-1,-3),(0,1),(-2,2),(7,-3),(0,1),(-4,0),(7,2),(0,-1),(-7,2))
2 0.00060 ((0,-1),(0,1),(0,0),(0,1),(0,0),(0,1),(0,0),(0,1),(0,0),(0,0))
2 0.00060 ((7,-3),(0,1),(-2,3),(5,-3),(0,4),(-8,-3),(0,1),(1,2),(-1,-3),(0,1))
2 0.00060 ((0,-4),(0,5),(0,-4),(0,2),(0,-1),(0,1),(0,0),(0,1),(0,0),(0,1))
2 0.00060 ((1,1),(-1,0),(8,3),(0,-1),(-1,0),(-2,2),(-9,0),(0,0),(0,1),(4,0))
2 0.00060 ((-2,2),(7,-3),(0,1),(-2,3),(5,-3),(0,4),(-8,-3),(0,1),(1,2),(-1,-3))
2 0.00060 ((7,-3),(0,2),(-1,0),(-1,2),(0,-3),(0,4),(5,-3),(0,4),(0,-3),(0,1))
2 0.00060 ((0,1),(-2,2),(7,-3),(0,1),(-2,3),(5,-3),(0,4),(-8,-3),(0,1),(1,2))
2 0.00060 ((8,3),(0,-1),(-1,0),(-2,2),(-9,0),(0,0),(0,1),(4,0),(-2,0),(-2,0))
2 0.00060 ((0,0),(-7,-1),(5,3),(0,-2),(0,3),(0,0),(0,0),(2,0),(0,0),(-7,0))
2 0.00060 ((-8,-3),(0,1),(1,2),(-1,-3),(0,1),(-2,2),(7,-3),(0,2),(-1,0),(-1,2))
2 0.00060 ((-2,2),(-9,0),(0,0),(0,1),(4,0),(-2,0),(-2,0),(2,0),(0,3),(-2,0))
2 0.00060 ((-7,-1),(5,3),(0,-2),(0,3),(0,0),(0,0),(2,0),(0,0),(-7,0),(0,0))
2 0.00060 ((-2,2),(0,-3),(0,2),(7,0),(-1,0),(-1,2),(0,-3),(0,2),(7,0),(-1,0))
2 0.00060 ((0,-1),(0,2),(0,-1),(0,2),(0,-1),(0,1),(0,0),(0,1),(0,0),(0,1))
2 0.00060 ((0,0),(0,0),(0,0),(0,1),(0,0),(0,1),(0,0),(0,1),(0,0),(0,0))
2 0.00060 ((0,1),(0,0),(0,0),(0,0),(0,1),(0,0),(0,0),(0,1),(0,0),(0,1))
2 0.00060 ((0,2),(-1,0),(-1,2),(0,-3),(0,4),(5,-3),(0,4),(0,-3),(0,1),(-7,2))
2 0.00060 ((-1,-3),(0,1),(-2,2),(7,-3),(0,2),(-1,0),(-1,2),(0,-3),(0,4),(5,-3))
2 0.00060 ((1,2),(-1,-1),(0,4),(-2,-1),(0,0),(2,0),(1,1),(-1,0),(8,3),(0,-1))
2 0.00060 ((-1,0),(-2,2),(-9,0),(0,0),(0,1),(4,0),(-2,0),(-2,0),(2,0),(0,3))
2 0.00060 ((-2,-1),(0,0),(2,0),(1,1),(-1,0),(8,3),(0,-1),(-1,0),(-2,2),(-9,0))
2 0.00060 ((0,5),(0,-4),(0,5),(0,-4),(0,2),(0,-1),(0,1),(0,0),(0,1),(0,0))
2 0.00060 ((0,0),(0,1),(0,0),(0,1),(0,0),(0,5),(0,-4),(0,5),(0,-4),(0,2))
2 0.00060 ((0,0),(0,1),(0,0),(0,0),(0,0),(0,1),(0,0),(0,0),(0,1),(0,0))
2 0.00060 ((0,0),(0,1),(0,0),(0,1),(0,0),(0,0),(0,1),(0,0),(0,0),(0,1))
2 0.00060 ((1,0),(0,0),(0,1),(2,0),(-2,0),(-1,0),(1,0),(0,3),(-1,0),(0,1))
2 0.00060 ((0,4),(0,-3),(0,1),(-7,2),(-1,-3),(0,1),(-2,2),(7,-3),(0,1),(-4,0))
2 0.00060 ((0,0),(0,1),(0,0),(0,0),(0,0),(0,2),(0,-1),(0,1),(0,0),(0,1))
2 0.00060 ((0,0),(0,1),(0,0),(0,0),(0,1),(0,0),(0,0),(0,1),(0,1),(0,0))
2 0.00060 ((0,1),(-2,3),(5,-3),(0,4),(-8,-3),(0,1),(1,2),(-1,-3),(0,1),(-2,2))
2 0.00060 ((0,0),(0,0),(0,0),(2,0),(0,0),(-7,-1),(5,3),(0,-2),(0,3),(0,0))
2 0.00060 ((0,1),(0,0),(0,0),(0,0),(0,1),(0,0),(0,1),(0,0),(0,1),(0,0))
2 0.00060 ((0,1),(-2,2),(7,-3),(0,2),(-1,0),(-1,2),(0,-3),(0,4),(5,-3),(0,4))
2 0.00060 ((0,1),(-2,2),(7,-3),(0,1),(-2,2),(0,-3),(0,2),(7,0),(-1,0),(-1,2))
2 0.00060 ((0,-1),(0,1),(0,0),(0,1),(0,0),(-7,2),(0,-1),(7,2),(0,-1),(0,1))
2 0.00060 ((0,0),(0,0),(0,1),(0,0),(0,0),(0,1),(0,1),(0,0),(0,1),(0,0))
2 0.00060 ((7,-3),(0,1),(-2,2),(0,-3),(0,2),(7,0),(-1,0),(-1,2),(0,-3),(0,2))
2 0.00060 ((-2,2),(0,-3),(0,2),(7,0),(-1,0),(-1,2),(0,-3),(0,2),(2,0),(-2,0))
2 0.00060 ((-7,1),(0,0),(7,2),(0,-1),(0,1),(0,0),(0,1),(0,0),(0,1),(0,0))
2 0.00060 ((0,0),(0,0),(0,1),(0,0),(0,1),(0,0),(0,1),(0,0),(0,0),(0,0))
2 0.00060 ((0,0),(-7,1),(0,0),(7,2),(0,-1),(0,1),(0,0),(0,1),(0,0),(0,1))
2 0.00060 ((5,3),(0,-2),(0,3),(0,0),(0,0),(2,0),(0,0),(-7,0),(0,0),(5,0))
2 0.00060 ((0,0),(2,0),(1,1),(-1,0),(8,3),(0,-1),(-1,0),(-2,2),(-9,0),(0,0))
2 0.00060 ((0,1),(0,0),(0,5),(0,-4),(0,5),(0,-4),(0,2),(0,-1),(0,1),(0,0))
2 0.00060 ((0,1),(1,2),(-1,-3),(0,1),(-2,2),(7,-3),(0,2),(-1,0),(-1,2),(0,-3))
2 0.00060 ((0,1),(0,0),(0,1),(0,0),(0,0),(0,1),(0,0),(0,0),(0,0),(0,2))
2 0.00060 ((5,-3),(0,4),(-8,-3),(0,1),(1,2),(-1,-3),(0,1),(-2,2),(7,-3),(0,2))
2 0.00060 ((0,0),(0,1),(0,0),(0,2),(0,-1),(0,1),(0,0),(0,1),(0,0),(-7,2))
2 0.00060 ((0,0),(0,1),(0,0),(0,1),(0,0),(0,1),(0,0),(0,0),(0,0),(0,1))
2 0.00060 ((0,0),(0,1),(0,0),(0,0),(0,0),(0,1),(0,0),(0,1),(0,0),(0,1))
2 0.00060 ((0,0),(0,1),(0,0),(0,1),(0,0),(-7,1),(0,0),(7,2),(0,-1),(0,1))
2 0.00060 ((0,0),(0,1),(4,0),(-2,0),(-2,0),(2,0),(0,3),(-2,0),(4,1),(0,0))
2 0.00060 ((0,1),(0,0),(0,2),(0,-1),(0,1),(0,0),(0,1),(0,0),(-7,2),(0,-1))
2 0.00060 ((0,0),(0,1),(0,0),(0,1),(0,0),(0,1),(0,0),(0,1),(0,0),(0,0))
2 0.00060 ((0,-1),(-1,0),(-2,2),(-9,0),(0,0),(0,1),(4,0),(-2,0),(-2,0),(2,0))
2 0.00060 ((0,0),(0,0),(0,0),(0,0),(0,0),(0,0),(0,0),(0,0),(0,0),(0,0))
2 0.00060 ((-1,2),(0,-3),(0,4),(5,-3),(0,4),(0,-3),(0,1),(-7,2),(-1,-3),(0,1))
2 0.00060 ((-1,-3),(0,1),(-2,2),(7,-3),(0,1),(-2,2),(0,-3),(0,2),(7,0),(-1,0))
2 0.00060 ((-2,2),(7,-3),(0,2),(-1,0),(-1,2),(0,-3),(0,4),(5,-3),(0,4),(0,-3))
2 0.00060 ((-1,-3),(0,1),(-2,2),(7,-3),(0,1),(-2,3),(5,-3),(0,4),(-8,-3),(0,1))
2 0.00060 ((0,1),(-2,2),(7,-3),(0,1),(-4,0),(7,2),(0,-1),(-7,2),(0,0),(0,-3))
2 0.00060 ((0,0),(0,2),(0,-1),(0,2),(0,-1),(0,1),(0,0),(0,1),(0,0),(0,1))
2 0.00060 ((0,0),(0,0),(0,0),(0,1),(0,0),(0,0),(0,1),(0,0),(0,1),(0,0))
2 0.00060 ((1,2),(-1,-3),(0,1),(-2,2),(7,-3),(0,2),(-1,0),(-1,2),(0,-3),(0,4))
2 0.00060 ((0,1),(0,0),(0,1),(0,0),(-7,2),(0,-1),(7,2),(0,-1),(0,1),(0,0))
2 0.00060 ((0,0),(0,1),(0,0),(-7,1),(0,0),(7,2),(0,-1),(0,1),(0,0),(0,1))
2 0.00060 ((0,4),(-2,-1),(0,0),(2,0),(1,1),(-1,0),(8,3),(0,-1),(-1,0),(-2,2))
2 0.00060 ((0,1),(0,0),(0,1),(0,0),(0,5),(0,-4),(0,5),(0,-4),(0,2),(0,-1))
2 0.00060 ((0,-3),(0,4),(5,-3),(0,4),(0,-3),(0,1),(-7,2),(-1,-3),(0,1),(-2,2))
2 0.00060 ((0,4),(-8,-3),(0,1),(1,2),(-1,-3),(0,1),(-2,2),(7,-3),(0,2),(-1,0))
2 0.00060 ((0,1),(0,0),(0,1),(0,0),(0,1),(0,0),(-7,1),(0,0),(7,2),(0,-1))
2 0.00060 ((0,1),(0,0),(0,1),(0,0),(0,0),(0,0),(0,1),(0,0),(0,0),(0,1))
2 0.00060 ((-9,0),(0,0),(0,1),(4,0),(-2,0),(-2,0),(2,0),(0,3),(-2,0),(4,1))
2 0.00060 ((0,0),(0,2),(0,-1),(0,1),(0,0),(0,1),(0,0),(-7,2),(0,-1),(7,2))
2 0.00060 ((0,3),(0,0),(0,0),(2,0),(0,0),(-7,0),(0,0),(5,0),(0,0),(0,0))
2 0.00060 ((0,0),(0,0),(0,1),(0,1),(0,0),(0,1),(0,0),(0,0),(0,1),(0,0))
2 0.00060 ((-1,0),(8,3),(0,-1),(-1,0),(-2,2),(-9,0),(0,0),(0,1),(4,0),(-2,0))
2 0.00060 ((-1,0),(-1,2),(0,-3),(0,4),(5,-3),(0,4),(0,-3),(0,1),(-7,2),(-1,-3))
2 0.00060 ((0,0),(2,0),(0,0),(-7,-1),(5,3),(0,-2),(0,3),(0,0),(0,0),(2,0))
2 0.00060 ((0,-2),(0,3),(0,0),(0,0),(2,0),(0,0),(-7,0),(0,0),(5,0),(0,0))
2 0.00060 ((5,0),(0,0),(0,0),(0,0),(2,0),(0,0),(-7,-1),(5,3),(0,-2),(0,3))
2 0.00060 ((2,0),(1,2),(-1,-1),(0,4),(-2,-1),(0,0),(2,0),(1,1),(-1,0),(8,3))
2 0.00060 ((0,0),(0,0),(2,0),(0,0),(-7,-1),(5,3),(0,-2),(0,3),(0,0),(0,0))
2 0.00060 ((2,0),(1,1),(-1,0),(8,3),(0,-1),(-1,0),(-2,2),(-9,0),(0,0),(0,1))
2 0.00060 ((0,1),(-2,2),(0,-3),(0,2),(7,0),(-1,0),(-1,2),(0,-3),(0,2),(2,0))
2 0.00060 ((0,4),(5,-3),(0,4),(0,-3),(0,1),(-7,2),(-1,-3),(0,1),(-2,2),(7,-3))
2 0.00060 ((0,0),(0,1),(0,0),(-7,2),(0,-1),(7,2),(0,-1),(0,1),(0,0),(0,1))
2 0.00060 ((0,1),(0,0),(-7,2),(0,-1),(7,2),(0,-1),(0,1),(0,0),(0,1),(0,0))
2 0.00060 ((2,0),(0,0),(-7,-1),(5,3),(0,-2),(0,3),(0,0),(0,0),(2,0),(0,0))
2 0.00060 ((0,5),(0,-4),(0,2),(0,-1),(0,1),(0,0),(0,1),(0,0),(0,1),(0,0))
2 0.00060 ((0,-3),(0,1),(-7,2),(-1,-3),(0,1),(-2,2),(7,-3),(0,1),(-4,0),(7,2))
2 0.00060 ((-1,-3),(0,1),(-2,2),(7,-3),(0,1),(-4,0),(7,2),(0,-1),(-7,2),(0,0))
